name,rooms,area,district,floor,uprice,sprice,age
馨宁公寓,3,62.44,32,29,60057,375,6
盛华景苑,4,89.0,32,28,48314,430,4
华滨家园,2,55.0,105,32,66363,365,5
中海瀛台,4,105.06,32,33,85665,900,10
华滨家园,4,89.58,105,35,64746,580,5
华沁家园,4,89.47,105,32,61473,550,6
陇南小区,3,66.45,29,6,48908,325,23
馨宁公寓,3,61.65,32,18,63260,390,6
康健路100弄,3,47.78,65,5,81624,390,33
龙南五村,3,60.62,183,6,61530,373,22
寿山坊,3,63.42,65,6,59918,380,28
百汇园,5,188.8,74,31,121822,2300,1
寿山坊,2,48.92,65,6,63368,310,28
华东花苑,3,75.14,5,7,61219,460,20
明园世纪城,5,204.0,68,20,92156,1880,14
东安一村,1,34.52,73,5,81112,280,35
长峰小区,4,105.22,74,10,58924,620,18
斜土路2200弄,2,37.7,73,6,71618,270,33
龙山新村,2,48.43,1,6,70204,340,64
泰东新村(徐汇),2,38.6,73,6,98445,380,24
天龙苑,4,102.07,183,6,61722,630,18
金轩公寓,4,111.77,73,23,80433,899,20
汇京佳丽园,4,104.03,5,17,79304,825,12
中海瀛台,5,150.25,32,30,81064,1218,10
梅陇六村,1,32.23,29,6,58951,190,27
鑫隆花园,3,89.87,105,24,56748,510,21
华沁家园,4,89.0,105,35,65730,585,6
臻园(公寓)(徐汇),6,149.9,32,11,66711,1000,10
上中路100弄,2,36.0,5,6,110555,398,36
东湾小区,4,82.04,32,6,48756,400,20
东湾小区,1,40.7,32,6,51597,210,22
徐汇新干线,4,76.0,32,11,65789,500,11
叠加苑,3,109.58,74,18,59317,650,16
长虹坊,3,69.9,65,6,65092,455,26
长丰坊,4,73.9,65,6,71718,530,23
园南三村,3,61.6,105,6,76298,470,25
中海瀛台,4,88.52,32,38,100542,890,7
紫薇园,3,61.64,65,6,68137,420,25
华泾四村,3,68.7,32,6,42212,290,22
长海坊,2,44.84,65,6,75825,340,27
馨宁公寓,3,82.77,32,26,67657,560,6
华泾绿苑,4,86.9,32,11,55235,480,9
罗秀三村,2,48.97,105,6,57177,280,23
长丰坊,3,53.97,65,6,72262,390,25
梅陇八村,3,53.2,29,6,62030,330,24
长桥四村,3,51.45,162,6,63168,325,28
梅陇六村,3,57.28,29,6,57611,330,27
汇成四村,3,58.4,5,6,59931,350,23
龙州小区,3,68.33,29,6,59710,408,21
华欣家园,3,73.0,32,6,52739,385,13
长丰坊,3,58.37,65,6,69556,406,26
梅陇九村,3,61.49,29,6,51227,315,23
光华园,2,40.7,5,6,98280,400,23
梅陇十一村,4,79.25,29,6,57413,455,23
长丰坊,3,53.14,65,6,69627,370,26
兴荣苑,3,66.7,29,6,64467,430,18
长丰坊,3,59.06,65,6,71114,420,23
长桥七村,1,34.05,162,6,64610,220,25
园南三村,3,60.6,105,6,76732,465,26
长顺坊,2,59.45,65,18,83263,495,21
长桥二村,2,48.0,162,5,58333,280,33
汇成五村,2,52.2,5,6,61302,320,23
上海中学住宅区,3,44.0,5,5,93181,410,35
汇成四村,3,67.7,5,6,57607,390,23
和平小区(徐汇),2,52.52,29,6,55217,290,23
梅陇十一村,3,90.31,29,6,58686,530,16
幽澜苑,4,105.8,5,7,74952,793,12
华滨家园,5,115.65,105,15,63986,740,7
罗秀三村,2,48.97,105,6,54727,268,23
阳光绿园,5,119.0,29,6,63025,750,14
汇成四村,2,53.5,5,6,56074,300,23
东湾小区,3,56.34,32,6,50585,285,21
楼园小区,4,89.36,5,6,66136,591,22
长桥四村,2,49.62,162,7,64490,320,28
长桥一村,2,42.4,162,5,90801,385,23
长丰坊,2,48.88,65,6,68535,335,24
梅陇十村,4,80.62,29,6,54577,440,21
花苑村紫竹园,2,43.7,65,6,73455,321,27
梅陇十村,3,60.58,29,6,54473,330,22
楼园小区,2,49.12,5,6,63110,310,22
徐汇新干线,5,103.39,32,6,63835,660,11
徐汇华园,4,82.4,32,12,63713,525,12
汇成五村,3,53.5,5,6,70093,375,24
梅陇九村,3,60.1,29,6,55740,335,23
徐汇新城(公寓),4,90.0,162,11,68333,615,9
百龙小区,4,85.44,105,15,59691,510,22
园南二村,2,48.7,105,18,81108,395,24
名人花苑,2,47.21,32,6,50413,238,18
长桥三村,3,58.8,162,6,60374,355,25
书香逸居,5,134.95,162,8,80029,1080,10
长顺坊,2,52.8,65,6,79545,420,24
园南二村,2,43.57,105,6,88363,385,27
阳光威尼斯(三期),5,112.04,126,26,45519,510,11
中远两湾城,5,141.96,12,34,72555,1030,11
武宁路200弄,3,51.38,106,5,81743,420,38
香溢花城(住宅),5,138.67,22,8,79325,1100,11
金沙雅苑(四期),4,93.62,161,17,71031,665,11
金沙雅苑(四期),4,89.0,161,18,82584,735,9
万里欣苑,4,96.05,2,18,72358,695,11
中远两湾城,4,97.43,12,30,71846,700,14
曹家巷小区,3,51.56,106,6,85337,440,27
黄陵小区,3,48.0,122,6,59375,285,22
愉景华庭,3,62.46,2,23,72046,450,10
上海知音苑,5,134.0,160,16,87313,1170,16
大华清水湾,5,150.41,106,18,82441,1240,13
紫腾苑小区,2,41.96,103,6,42897,180,21
浅水湾恺悦名城,5,120.5,160,19,114522,1380,7
长寿苑,5,158.27,160,20,51178,810,17
市政馨苑,3,74.93,127,7,66728,500,18
澳门公寓,5,109.24,160,20,64079,700,19
恒达公寓,4,113.68,160,24,65974,750,20
曹杨九村,3,44.15,91,6,63420,280,39
西谈家渡路17弄,3,62.01,106,7,62893,390,27
紫腾苑小区,2,54.0,103,7,42592,230,18
香溢花城(住宅),4,105.71,22,25,81354,860,11
中远两湾城,4,111.63,12,34,67186,750,12
新黄小区,2,35.23,122,5,51092,180,42
香山苑,4,101.7,91,24,67846,690,18
紫腾苑小区,1,33.38,103,7,49430,165,19
长风二村风荷园,1,28.71,163,6,65482,188,34
旬阳新村,1,31.44,22,6,57251,180,29
万里名轩,4,100.17,2,10,63891,640,18
双山小区,1,34.85,122,6,53084,185,22
金沙雅苑(三期),4,96.63,161,18,77098,745,13
曹杨九村,2,42.93,91,6,64057,275,39
中远两湾城,5,121.95,12,30,72160,880,14
泰山一村,2,45.98,122,6,56546,260,35
太浜巷小区,2,43.52,22,6,60891,265,30
金沙雅苑(四期),4,111.02,161,11,66654,740,11
新长征花苑,3,64.96,161,6,59267,385,20
华侨城,4,86.41,160,34,111098,960,3
澳门小区,2,30.75,160,6,97560,300,30
康怡苑,3,70.32,160,26,73947,520,27
甘泉二村,3,52.93,122,6,53466,283,23
锦绿新城,4,100.82,106,32,76869,775,15
桃浦二村永汇新苑,5,95.41,103,6,45068,430,12
曹杨九村,3,47.8,91,6,62761,300,39
新湖明珠城,3,58.43,106,28,91562,535,13
上青佳园,5,144.12,160,16,67860,978,16
车站新村(普陀),3,83.59,127,18,54432,455,24
绿洲城市花园,4,103.46,160,9,81674,845,19
曹杨二村,1,34.62,91,6,63547,220,34
愉景华庭,5,108.13,2,18,73060,790,12
桃浦七村雪松苑,2,43.0,103,6,40697,175,22
甘泉一村,1,25.88,122,5,54095,140,64
太浜巷小区,3,62.22,22,6,69913,435,28
星河世纪城,4,115.88,127,24,61270,710,9
恒盛鼎城华公馆,4,89.0,103,16,54831,488,6
武宁小城,3,66.37,106,28,61774,410,20
曹杨五村(芙蓉园),3,67.72,91,6,63496,430,28
金沙嘉年华,5,147.05,161,6,52363,770,13
汪家井小区,3,51.89,122,6,53960,280,30
恒盛鼎城华公馆,5,140.23,103,16,61327,860,6
中远两湾城,3,72.94,12,33,79517,580,16
曹杨五村(杏梅园),2,44.42,91,6,56280,250,27
车站新村(普陀),3,70.38,127,18,53282,375,21
愉景华庭,3,81.3,2,23,71340,580,10
万景园,5,124.53,161,6,63840,795,14
江南新村(普陀),2,33.97,106,7,66234,225,26
愉景华庭,4,107.15,2,18,68128,730,12
交通路3193弄,2,48.96,2,6,59232,290,21
中远两湾城,5,139.48,12,33,63808,890,16
桃浦六村绿春苑,3,62.2,103,6,39389,245,23
象源丽都,5,132.38,161,11,63075,835,13
上海知音苑,4,102.19,160,6,83178,850,16
宜川六村,2,43.37,122,7,45423,197,32
石一小区,2,45.76,22,7,60096,275,27
怒江新苑,4,84.7,163,6,66115,560,20
长风二村长风馨苑,2,41.78,163,6,62230,260,33
达丰新村,2,35.94,106,6,63717,229,34
泰富苑,3,79.58,91,5,66599,530,19
新湖明珠城,4,103.58,106,26,88820,920,13
苏堤春晓名苑,5,130.31,160,32,86716,1130,12
北杨园,3,45.03,91,5,63291,285,37
海鑫公寓,3,86.58,163,18,64680,560,20
北岭园,1,29.44,91,5,57065,168,60
桃浦一村瑞香苑,2,53.79,103,5,42758,230,31
华师大一村,4,65.18,163,6,69039,450,37
宜川一村,2,33.9,122,5,51622,175,60
洛川路30弄,2,46.22,122,6,44353,205,30
东泉苑小区,3,65.46,122,13,60342,395,24
长风三村,3,43.85,163,6,63854,280,31
太浜巷小区,3,64.42,22,6,65197,420,26
真北一街坊,3,54.64,127,6,58931,322,28
宜川六村,2,41.31,122,5,50835,210,59
新泉大厦,4,93.79,122,18,53310,500,21
曹杨三村(杏杨园),2,43.6,91,6,59633,260,35
真北一街坊,3,58.26,127,6,59217,345,28
南泉苑,2,43.45,122,6,52934,230,28
甘泉苑,3,51.3,122,6,54970,282,28
大上海城市花园,4,110.58,160,17,89527,990,13
长风二村风荷园,3,57.8,163,6,61418,355,34
双山小区,2,41.0,122,6,60975,250,24
真北新村三街坊,2,45.47,127,6,51682,235,24
平利路38弄,3,66.74,122,15,56188,375,22
运旺新村阳光世家,4,71.8,161,6,50139,360,20
建德花园百合苑,4,97.3,161,6,50873,495,18
管弄一二街坊,3,65.47,22,18,60332,395,27
宜川五村,2,40.7,122,6,52334,213,28
甘泉二村,1,29.16,122,6,54869,160,35
合阳小区,3,53.64,122,6,54064,290,28
金鼎公寓(普陀),5,89.86,2,6,53972,485,16
白玉苑,4,89.75,106,20,74651,670,17
德怡苑,2,34.18,160,7,74605,255,30
杏园,3,53.82,91,5,66146,356,23
澳门小区,4,77.08,160,6,81733,630,32
安达家园,4,87.76,103,5,51276,450,11
中远两湾城,5,159.87,12,33,71933,1150,13
象源丽都,4,101.83,161,18,71197,725,8
桃浦五村山茶苑,3,62.79,103,6,43796,275,19
中远两湾城,3,67.55,12,34,81421,550,12
新湖明珠城,3,75.52,106,32,82097,620,13
紫腾苑小区,2,42.05,103,6,43281,182,21
中山北路2185弄,2,38.36,22,6,59958,230,32
桃浦七村雪松苑,2,43.85,103,6,39680,174,22
桃浦七村雪松苑,2,48.44,103,6,46449,225,22
中远两湾城,3,72.64,12,34,78469,570,16
宜川六村,2,48.11,122,6,50509,243,40
岚皋大楼,3,68.23,22,24,63022,430,26
光新苑,3,51.82,22,6,57892,300,30
中远两湾城,3,75.31,12,34,83654,630,11
曹杨三村(杏杨园),3,44.15,91,6,62287,275,35
太浜巷小区,3,56.61,22,6,65359,370,29
长风二村风荷园,2,31.94,163,6,67313,215,34
海鑫公寓,3,86.52,163,18,63569,550,21
管弄四街坊,2,34.6,22,6,57803,200,31
中远两湾城,4,96.24,12,34,75852,730,16
长风二村风荷园,2,31.94,163,6,68252,218,34
子长小区,2,39.14,122,6,58763,230,30
清涧三街坊,3,65.92,126,24,48543,320,19
长风二村长风馨苑,2,42.24,163,6,67471,285,33
甘泉一村,2,26.06,122,5,51803,135,64
延长西路200弄,1,35.66,122,6,56085,200,35
桃浦三村石榴苑,2,45.0,103,6,43777,197,22
南泉苑,3,55.0,122,6,60000,330,29
龚家宅,1,38.0,122,6,59210,225,26
苏堤春晓名苑,4,97.12,160,20,87520,850,12
海鑫公寓,3,69.0,163,18,62028,428,20
南大街22弄,2,46.03,127,6,58657,270,36
星河世纪城,7,115.82,127,13,63028,730,12
曹杨五月天,3,97.87,127,14,66414,650,12
新会苑,4,93.49,160,27,90918,850,9
万里欣苑,3,61.92,2,18,72674,450,11
长风二村长风馨苑,2,41.8,163,6,60526,253,33
合阳小区,3,53.32,122,6,54013,288,30
浅水湾恺悦名城,3,71.01,160,20,107731,765,7
曹杨五村(梅花园),2,34.32,91,6,64102,220,32
绿地世纪城(三期),5,136.14,106,26,64639,880,14
车站新村(普陀),1,32.02,127,6,60899,195,32
北梅园,5,63.36,91,4,63131,400,53
桃浦七村雪松苑,2,48.42,103,6,44403,215,22
世纪之门,3,59.82,160,25,71882,430,16
桂巷新村,4,64.05,163,17,61670,395,28
武宁小城,2,59.0,106,27,69491,410,20
合阳小区,1,34.91,122,6,57290,200,29
杏园,3,56.04,91,6,60670,340,23
音乐广场,5,157.0,160,28,85987,1350,13
江南名庐,4,77.15,106,8,97213,750,8
半岛花园,6,178.02,160,32,77519,1380,14
光复新苑,5,105.68,106,6,78538,830,22
金莲坊,2,42.5,161,6,60705,258,21
长风四村,2,38.73,163,6,62742,243,28
曹杨三村(兰岭园),1,31.38,91,6,62141,195,36
太浜巷小区,2,41.14,22,6,66844,275,28
桃浦七村雪松苑,3,54.14,103,6,42851,232,22
曹家巷小区,3,61.81,106,6,69568,430,21
宜洛馨苑,1,28.7,122,4,57491,165,40
中远两湾城,4,108.72,12,33,67880,738,12
上海知音苑,5,130.22,160,33,80632,1050,14
甘泉一村,2,37.62,122,5,49973,188,64
曹杨九村,2,43.65,91,6,60710,265,41
桃浦五村杜鹃苑,2,42.79,103,6,46739,200,22
中远两湾城,3,59.65,12,34,83822,500,14
泰宸苑,3,72.34,161,7,56676,410,17
燕宁苑,5,131.37,106,11,82210,1080,12
清涧三街坊,3,71.06,126,6,50661,360,17
桃浦五村杜鹃苑,3,59.66,103,6,41568,248,22
白玉新村,3,53.7,106,6,76908,413,32
新湖明珠城,5,140.41,106,29,76917,1080,13
书香名第,4,90.77,163,6,61694,560,19
岚皋路300弄,3,55.98,22,7,54483,305,31
中远两湾城,4,102.52,12,33,68279,700,16
曹杨九村,2,43.53,91,7,59728,260,40
泰宸苑,5,99.59,161,6,59242,590,18
曹杨七村,3,60.6,91,6,66006,400,29
桃浦五村杜鹃苑,2,42.75,103,6,42573,182,23
金江家园,2,55.14,161,7,63112,348,15
澳门公寓,4,106.2,160,20,58380,620,19
东沙小区,3,74.94,106,22,73392,550,24
中远两湾城,5,122.25,12,34,76891,940,12
绿地世纪城(二期),4,103.76,106,33,79028,820,13
岚皋馨苑,4,77.38,127,6,69785,540,18
绿翡翠家园,4,87.7,127,5,61573,540,17
西谈家渡路39弄,2,47.19,106,7,57215,270,30
中鼎豪园,4,105.34,126,18,54110,570,11
真北新村三街坊,3,57.87,127,6,53568,310,23
西部俊园,5,158.56,160,22,69374,1100,15
甘泉苑,3,53.13,122,6,60229,320,29
金沙雅苑(一期),4,92.24,161,7,61795,570,15
南大街14弄,2,37.87,127,6,58093,220,30
维多利广场,5,159.72,160,28,55722,890,21
上海本色,4,141.01,160,21,56662,799,15
石泉五村,2,50.31,22,6,61617,310,41
光复西路南林家港小区,3,65.75,106,6,65399,430,32
长风二村长风馨苑,3,78.26,163,18,65167,510,24
建德花园紫荆苑,3,71.21,161,6,58278,415,19
云都苑,4,93.05,160,25,69854,650,18
桃浦一村(武威路1051弄),2,39.9,103,6,45112,180,25
运旺新村阳光世家,3,68.04,161,6,52910,360,21
安居锦竹苑,3,76.82,103,26,44910,345,4
东沙小区,4,74.94,106,22,72057,540,24
车站新村(普陀),4,85.0,127,18,50588,430,21
中环家园,4,112.35,2,26,63640,715,13
隆德小区,2,48.57,106,7,56619,275,28
中远两湾城,3,67.38,12,34,77916,525,11
世纪之门,3,78.47,160,22,76462,600,19
香溢花城(住宅),3,74.69,22,31,87026,650,11
桃浦三村石榴苑,3,67.96,103,6,40023,272,24
绿地世纪城(一期),5,138.28,106,15,79548,1100,15
荣和怡景园,3,65.23,103,35,58255,380,4
岚皋西路45弄,1,32.34,127,6,60296,195,24
建德花园海棠苑,4,71.19,161,6,57592,410,20
锦翔大楼,3,72.85,103,18,39807,290,22
泰山二村,2,46.89,122,6,49050,230,35
太浜巷小区,2,37.92,22,6,65928,250,26
荣和怡景园,2,48.92,103,29,53147,260,6
万里欣苑,4,85.34,2,18,68549,585,11
澳门小区,2,36.2,160,6,85635,310,31
梅岭支路85弄,2,38.25,91,6,62222,238,30
上青佳园,4,106.06,160,17,82971,880,14
长风四村,2,43.25,163,6,57341,248,34
乐怡苑(普陀),2,36.93,160,7,71215,263,24
世纪之门,3,67.19,160,23,69653,468,16
金沙雅苑(三期),4,103.37,161,18,72554,750,13
江南名庐,5,119.96,106,8,80026,960,8
平江盛世家园,3,66.91,122,7,52010,348,21
平江盛世家园,3,70.78,122,24,63577,450,20
安居锦竹苑,2,56.6,103,21,47349,268,4
真如西村,2,39.92,127,6,60120,240,34
锦翔大楼,1,47.41,103,18,44294,210,22
汪家井小区,2,40.93,122,6,52528,215,26
宜川三村,1,33.99,122,5,50603,172,61
乐活居,2,55.48,160,18,100937,560,7
车站新村(普陀),5,75.76,127,6,58078,440,19
宜川六村,1,33.92,122,6,56014,190,30
桂巷新村,4,67.05,163,6,60850,408,34
嘉富利大厦,4,96.7,22,25,60496,585,14
桃浦七村雪松苑,2,43.79,103,6,44987,197,22
杏园,2,37.98,91,5,60031,228,42
白玉新村,2,33.8,106,7,75739,256,19
金莲坊,4,71.0,161,6,47887,340,21
童家桥小区,2,39.6,22,7,57575,228,35
合阳小区,1,35.88,122,6,57134,205,25
石泉一村,2,34.79,22,7,58062,202,26
长寿新村(普陀),3,73.08,160,26,75259,550,22
光复西路南林家港小区,2,35.39,106,6,70641,250,32
甘泉苑,3,61.06,122,6,56501,345,30
北杨园,2,45.03,91,5,63957,288,37
新村路350弄,3,57.22,122,6,54875,314,21
石岚三村,1,37.25,127,6,60402,225,31
光新苑,2,38.99,22,7,60271,235,30
真如西村,2,43.59,127,6,50470,220,32
杨家桥小区(普陀),2,45.07,2,6,55469,250,20
西谈家渡路21号,3,70.47,106,7,64566,455,27
光新路430弄,3,60.63,22,7,65973,400,32
隆德小区,4,104.26,106,10,60425,630,28
石一小区,2,53.78,22,6,58571,315,31
万里晶品苑,2,64.39,2,30,69110,445,7
长风一村小区,2,34.28,163,8,62718,215,37
普陀二村,1,29.53,106,6,81273,240,35
逸流公寓,4,91.7,106,37,94874,870,9
乐怡苑(普陀),4,67.21,160,7,78559,528,24
天赐苑,4,111.73,127,11,58175,650,17
万里名轩,2,62.4,2,10,67307,420,18
曹杨三村(兰岭园),1,34.51,91,5,55056,190,60
甘泉三村,2,34.0,122,5,56764,193,40
志丹公寓,5,124.67,122,6,56148,700,13
曹杨五村(芙蓉园),3,67.72,91,6,60248,408,28
梅岭支路85弄,3,62.0,91,6,64193,398,23
梅岭支路85弄,2,37.71,91,6,60991,230,30
万都花园(普陀),6,136.4,91,14,65615,895,21
金梅园,2,61.21,91,6,63224,387,24
中山北路1760弄,1,28.74,12,6,62630,180,42
杨家桥小区(普陀),3,67.94,2,6,55931,380,22
甘泉三村,2,43.28,122,6,56608,245,60
新黄小区,2,59.41,122,7,46288,275,23
香山苑,4,94.5,91,24,67724,640,18
石泉小区,2,38.67,22,6,64132,248,35
绿洲湖畔花园,4,98.89,161,26,74830,740,12
曹杨九村,2,36.22,91,7,60739,220,40
天成小区,3,89.67,122,22,57432,515,20
大隆花苑,5,106.68,22,7,51087,545,20
甘泉三村,2,34.73,122,6,57587,200,31
五星公寓,5,131.24,91,24,59433,780,21
白玉新村,4,85.47,106,7,67860,580,20
华师大一村,2,32.35,163,6,75734,245,32
长寿路778号,2,39.54,160,7,79666,315,33
曹杨五村(芙蓉园),2,50.61,91,7,58881,298,28
泰山二村,2,40.22,122,6,57185,230,35
澳门小区,2,28.9,160,5,103806,300,39
交暨小区,3,64.38,2,7,46287,298,21
兰溪路221弄,2,34.78,127,6,57504,200,28
汪家井小区,2,42.37,122,6,57823,245,27
杨家桥小区(普陀),2,44.0,2,6,54318,239,22
曹杨六村(兰溪园),2,36.87,91,6,61025,225,29
管弄五六街坊,1,35.27,22,6,66628,235,29
巴黎之春,5,131.95,2,6,62902,830,15
宜川五村,3,61.41,122,6,52108,320,30
星河世纪城,4,112.65,127,8,60363,680,12
花溪园,2,52.65,91,7,66476,350,19
新长征花苑,2,47.72,161,6,59723,285,19
颐宁苑,5,152.89,127,20,58865,900,18
北石路118号,4,62.38,127,7,61718,385,32
西部名都花园,4,111.56,122,16,62567,698,18
光新苑,3,59.18,22,7,59986,355,31
宜川六村,2,44.85,122,7,45707,205,32
杨家桥小区(普陀),2,53.91,2,6,50083,270,18
棠浦路105号,2,44.04,91,6,60172,265,33
樱花苑,2,44.2,127,6,59954,265,29
新宜小区,2,39.07,122,6,58868,230,32
香樟苑(普陀),2,47.35,126,6,47518,225,20
阳光威尼斯(三期),3,75.54,126,26,52290,395,11
清涧二街坊,3,64.08,126,6,55399,355,23
阳光威尼斯(二期),4,116.25,126,24,51612,600,12
清涧六街坊,2,47.04,126,6,54209,255,23
清涧二街坊,2,48.9,126,6,55214,270,23
安居金祁新城,3,74.5,103,28,55704,415,6
中星宜川花苑,3,69.37,122,22,63427,440,24
真情公寓,3,86.0,126,24,51744,445,20
阳光威尼斯(三期),3,74.87,126,26,49418,370,11
阳光威尼斯(四期)(公寓),4,120.23,126,24,48240,580,8
子长小区,2,35.0,122,6,57142,200,30
安居锦竹苑,4,93.12,103,24,45103,420,4
安居锦竹苑,2,56.76,103,21,45806,260,4
岚皋馨苑,4,78.95,127,6,69664,550,18
桃浦七村雪松苑,2,43.77,103,6,43408,190,22
桃浦六村樱花苑,3,59.1,103,6,45854,271,22
安居锦竹苑,3,77.66,103,26,43780,340,4
西部俊园,5,135.99,160,21,88241,1200,15
桃浦一村海棠苑,2,42.32,103,6,39697,168,22
新湖明珠城,5,147.97,106,18,94613,1400,13
石泉一村,1,33.39,22,7,62893,210,27
桃浦五村迎春苑,2,53.54,103,6,45760,245,19
清涧三街坊,5,117.79,126,6,47966,565,17
泰欣嘉园,5,156.73,106,32,86135,1350,9
石泉一村,3,52.62,22,6,62713,330,29
桃浦一村合欢苑,2,39.41,103,6,46942,185,31
秋月枫舍,5,128.47,22,14,76282,980,16
金沙嘉年华,4,98.45,161,8,68054,670,13
中亚公寓,4,92.53,127,24,52955,490,21
光新大楼,2,60.47,22,20,61187,370,27
上海本色,8,258.58,160,21,45633,1180,15
建德花园海棠苑,3,71.54,161,6,56052,401,20
桃浦五村杜鹃苑,2,42.6,103,6,45774,195,23
桂巷新村,2,44.27,163,6,63248,280,34
中远两湾城,4,103.02,12,33,69889,720,16
桃浦一村(武威路1051弄),3,52.0,103,6,44230,230,25
紫腾苑小区,3,61.58,103,6,42221,260,22
金玉苑,5,101.98,163,7,66679,680,18
沙田花园,4,101.0,160,8,79207,800,20
绿地世纪城(二期),5,113.28,106,18,78566,890,14
嘉云苑,2,47.0,161,6,54893,258,20
中环花苑,4,105.06,2,18,74243,780,10
桃浦三村红棉苑,3,66.14,103,6,47626,315,18
秋月枫舍,4,100.23,22,30,81811,820,13
桃浦六村绿春苑,2,43.39,103,6,46093,200,23
嘉云苑,3,62.18,161,6,57092,355,20
桃浦六村绿春苑,2,43.0,103,6,45348,195,23
梅岭苑,3,66.1,91,23,68078,450,18
紫腾苑小区,3,53.58,103,6,42926,230,20
愉景华庭,4,105.58,2,18,69141,730,11
新湖明珠城,6,151.26,106,32,84291,1275,13
桃浦七村雪松苑,3,63.54,103,6,39345,250,22
桃浦六村绿春苑,3,53.52,103,6,46711,250,24
西部大楼,3,77.0,122,22,57532,443,20
中远两湾城,5,169.62,12,34,64850,1100,11
万里雅筑,5,147.0,2,11,70068,1030,11
中远两湾城,4,102.13,12,32,71477,730,11
中环家园,5,133.01,2,11,69994,931,14
中山北路2185弄,2,44.0,22,6,56818,250,31
巴黎之春,4,93.0,2,8,63440,590,12
桃浦四村易居紫荆苑,3,60.86,103,6,41077,250,22
新长征花苑,3,63.95,161,6,60672,388,20
巴黎之春,6,181.0,2,18,49723,900,15
紫腾苑小区,2,50.37,103,6,43676,220,18
怒江苑,4,77.29,163,7,67020,518,19
金沙嘉年华,5,146.49,161,6,49150,720,13
曹杨家园,3,70.92,127,7,62041,440,20
管弄五六街坊,2,37.97,22,6,59257,225,29
金沙嘉年华,5,127.0,161,12,68503,870,13
绿地世纪城(二期),4,105.47,106,16,77747,820,14
桃浦二村永汇新苑,4,87.61,103,6,46798,410,14
桃浦六村绿春苑,2,42.32,103,6,44896,190,24
金沙雅苑(三期),4,85.55,161,18,81005,693,13
建德花园玫瑰苑(公寓),4,95.39,161,6,56609,540,12
金沙雅苑(一期),4,94.35,161,7,65500,618,16
曹杨五村(杏梅园),2,29.07,91,5,72239,210,39
桃浦一村(武威路1051弄),2,36.98,103,6,49756,184,25
曹杨五村(南杨园),3,51.05,91,6,64642,330,35
曹杨三村(兰岭园),2,51.28,91,6,59087,303,36
曹杨七村,4,82.6,91,6,66585,550,29
金沙雅苑(四期),4,94.74,161,19,71247,675,11
丽和苑,5,113.33,161,7,62648,710,14
中远两湾城,4,112.53,12,34,66648,750,12
桃浦六村绿春苑,3,64.56,103,6,41047,265,23
紫腾苑小区,3,54.73,103,7,43851,240,18
海鑫公寓,4,98.85,163,18,55639,550,20
桃浦七村雪松苑,2,43.77,103,6,44551,195,22
管弄四街坊,2,38.81,22,6,64416,250,30
中远两湾城,5,147.55,12,36,67773,1000,16
中远两湾城,4,97.62,12,35,72730,710,15
中浩云花园,3,59.45,2,18,77375,460,9
车站新村(普陀),1,35.44,127,6,59819,212,30
香溢花城(住宅),4,105.71,22,25,81354,860,11
中环花苑,4,105.77,2,18,72799,770,10
泰山二村,2,44.25,122,6,61016,270,36
新湖明珠城,3,58.43,106,28,90706,530,13
龚家宅,2,29.37,122,6,52774,155,28
宜川五村,2,46.9,122,6,57995,272,30
曹杨五村(南杨园),3,50.08,91,6,59904,300,33
市政馨苑,4,74.32,127,7,63240,470,18
嘉云苑,3,63.98,161,6,59080,378,20
恒盛鼎城华公馆,4,82.67,103,20,66045,546,6
西部大楼,5,108.9,122,22,50045,545,20
愉景华庭,4,93.82,2,23,72479,680,11
桃浦三村石榴苑,3,59.75,103,6,37656,225,22
桃浦二村永汇新苑,3,78.21,103,6,44112,345,12
桃浦一村海棠苑,3,62.21,103,6,44205,275,21
中环家园,4,98.97,2,10,67697,670,11
万里真欣园,4,99.0,2,8,59595,590,18
中远两湾城,6,212.81,12,32,73304,1560,13
长风三村,3,54.17,163,6,60919,330,32
太浜巷小区,3,62.48,22,4,68822,430,29
曹杨五村(杏梅园),3,47.22,91,5,61414,290,39
中环花苑,4,94.57,2,18,74019,700,10
巴黎之春,5,151.92,2,18,58583,890,15
桃浦四村易居紫荆苑,3,59.66,103,6,44418,265,24
桃浦七村雪松苑,1,35.28,103,6,49603,175,22
星河世纪城,4,98.03,127,14,66306,650,12
桃浦七村雪松苑,1,35.01,103,6,46558,163,22
智荟苑,4,105.43,122,24,67343,710,14
金沙嘉年华,4,93.71,161,6,63813,598,13
中远两湾城,5,141.9,12,34,66243,940,11
中浩云花园,4,101.73,2,18,73724,750,9
桃浦七村雪松苑,3,54.98,103,6,41833,230,22
金沙江小区,4,85.21,163,7,63372,540,20
岚灵小区,2,50.0,2,6,56000,280,21
世纪之门,5,136.0,160,22,64705,880,18
新湖明珠城,4,103.04,106,27,84433,870,13
中鼎豪园,4,96.49,126,7,58555,565,12
河滨围城,5,200.9,160,12,71179,1430,15
中宁大楼,3,82.22,106,34,66285,545,24
新湖明珠城,4,120.62,106,33,91195,1100,13
新村路350弄,3,57.22,122,6,59769,342,21
世纪之门,3,60.24,160,25,74701,450,16
紫腾苑小区,3,50.81,103,7,46250,235,18
甘泉二村,3,52.63,122,6,58901,310,22
普雄馨苑,3,67.04,106,22,70107,470,27
汇丽花园,4,116.68,160,32,75419,880,11
