name,rooms,area,district,floor,uprice,sprice,age
虹桥中山广场,4,97.74,新华路,39,81849,800,19
白玉新村,3,53.7,武宁,6,76908,413,32
儿科大楼,2,51.49,斜土路,17,79627,410,20
海尚乐苑,2,58.4,康桥,14,44006,257,7
云雾山路23号,1,32.89,中山公园,7,68409,225,26
新湖明珠城,5,140.41,武宁,29,76917,1080,13
灵新小区,1,35.13,凉城,6,55508,195,27
罗秀新苑,3,67.08,梅陇,7,56648,380,21
鸿发家园,5,129.89,古美,12,58511,760,14
东业大厦,5,157.9,豫园,28,72830,1150,16
双辽新村,3,58.15,鞍山,7,62768,365,26
凤庆小区,3,50.83,老闵行,5,34428,175,30
荣域飘鹰锦和花园(公寓),6,145.11,杨行,18,41347,600,6
南方新村,3,83.61,古美,6,58485,489,22
紫虹嘉苑,3,84.31,临平路,28,83026,700,12
新家坡园景苑,5,114.35,五里桥,34,96195,1100,18
大宁新村,2,49.1,闸北公园,6,73319,360,31
书香名第,4,90.77,长风,6,61694,560,19
保平小区,1,34.13,彭浦,6,51274,175,25
岚皋路300弄,3,55.98,光新,7,54483,305,31
三湘四季花城,5,106.0,松江大学城,14,44811,475,11
天道俪晶国际公寓,2,52.96,不夜城,31,70808,375,12
康泉小区,2,50.07,彭浦,6,52925,265,22
日晖六村,1,29.52,斜土路,6,66056,195,22
奔腾新干线,2,51.55,西藏北路,32,71774,370,14
中远两湾城,4,102.52,中远两湾城,33,68279,700,16
清馨苑,4,89.59,颛桥,6,40741,365,7
曹杨九村,2,43.53,曹杨,7,59728,260,40
万科琥珀郡园,4,79.5,罗店,6,50314,400,7
丽都城假日景苑,4,123.06,老闵行,11,40630,500,8
明珠苑(浦东),5,111.49,洋泾,11,75343,840,16
隆昌路416弄,3,68.39,周家嘴路,6,57756,395,31
水月坊,3,61.73,周家嘴路,35,76138,470,6
开鲁四村,2,41.5,中原,6,49879,207,28
大宁新村,1,36.34,闸北公园,6,64667,235,33
海滨四村,1,37.41,淞宝,6,41967,157,28
万科优诗美地,5,124.04,七宝,4,56433,700,18
世纪之春花园,4,102.0,北新泾,13,73529,750,14
建工天峰公寓,3,68.65,曲阳,6,77203,530,26
丽锦小区,3,85.0,田林,18,69411,590,22
宝钢十村,2,51.67,淞宝,15,42577,220,25
万科琥珀郡园,4,76.96,罗店,6,53924,415,7
泰宸苑,5,99.59,长征,6,59242,590,18
逸居苑,5,104.45,淞南,6,57922,605,9
虹东小区,3,76.63,虹桥,24,74383,570,26
竹园新村(浦东),2,44.89,源深,6,79082,355,29
金桥湾清水苑,2,54.05,金桥,6,57354,310,19
奥林匹克花园,5,125.95,九亭,11,43668,550,10
通河八村,2,43.38,通河,6,44490,193,23
梧桐城邦(二期),4,84.35,大华,5,62833,530,9
东昌大楼,3,71.44,陆家嘴,16,74188,530,18
玉兰一村,3,72.0,安亭,6,29166,210,28
平顺路825弄,3,66.1,彭浦,13,46142,305,23
梅园四街坊,3,91.26,源深,24,79991,730,23
越纪公寓,3,75.78,世博滨江,25,92372,700,25
曹杨七村,3,60.6,曹杨,6,66006,400,29
东上海中心,5,102.0,黄兴公园,24,67647,690,9
久耕小区,2,67.68,北外滩,25,76832,520,27
恒大小区,3,65.6,世博,6,60213,395,17
济阳一村,2,43.9,世博,6,53530,235,27
殷高小区,3,79.24,高境,6,47955,380,23
航华三村一街坊,3,70.5,航华,6,49645,350,23
虹临花园,2,64.7,鲁迅公园,21,74961,485,27
东安一村,2,49.42,徐家汇,6,66369,328,34
黄兴绿园,5,135.12,黄兴公园,12,69567,940,13
乐业一村,4,71.0,月浦,6,34507,245,23
西南名苑,5,128.43,泗泾,9,36206,465,12
武康路280弄(公房),1,35.27,衡山路,6,114828,405,36
西凌新邨,1,30.42,蓬莱公园,6,93688,285,27
东岸新里,3,76.09,黄兴公园,18,74911,570,6
定西路615弄,3,54.11,新华路,6,72999,395,34
万科华尔兹,5,121.84,田林,11,90282,1100,16
银春小区,3,60.28,颛桥,6,43132,260,13
明珠家园(黄浦),5,127.3,蓬莱公园,33,91908,1170,13
金桥湾清水苑,4,81.68,金桥,6,57541,470,19
丽景翠庭,4,87.0,杨行,12,40229,350,9
金禾新苑,3,74.84,三林,18,61464,460,11
和平花苑,4,85.66,鞍山,34,77048,660,20
金地未未来,5,88.45,金桥,15,76879,680,8
绿地海怡公寓,2,66.0,中山公园,30,79545,525,13
鞍山三村,2,49.21,鞍山,6,70717,348,16
张杨南苑,3,70.0,洋泾,6,85714,600,22
幸福第一公寓,2,41.3,永和,6,54479,225,23
宝华现代城,4,101.04,大宁,27,92537,935,9
金凤大厦,4,94.49,镇宁路,24,77256,730,21
桃浦五村杜鹃苑,2,42.75,桃浦,6,42573,182,23
宛南华侨新村,3,70.0,龙华,6,72857,510,36
古美小区,3,59.4,古美,6,57239,340,28
西南名苑,5,125.68,泗泾,6,35805,450,12
逸仙路1321弄,3,55.08,高境,6,48111,265,24
妙栏小区,4,74.39,川沙,6,38983,290,24
南江苑,2,47.82,三林,6,59598,285,19
南江苑,2,47.82,三林,6,59598,285,19
圣美邸,5,146.03,古北,18,84777,1238,11
延吉六村,2,56.58,黄兴公园,14,58324,330,30
荷三小区,3,57.71,金桥,6,52850,305,20
古美十村,5,104.41,古美,6,53155,555,19
凤城三村,1,34.27,控江路,5,59819,205,32
密云路471弄,2,55.38,曲阳,6,66811,370,34
引翔港小区,2,36.09,周家嘴路,6,60958,220,30
宛南一村,2,44.95,龙华,5,77864,350,38
长眉小区,2,51.01,周家嘴路,7,64301,328,23
明园世纪城,8,263.16,建国西路,20,98799,2600,14
金橘新苑,3,80.67,三林,16,60741,490,11
上虹新村,3,72.93,金虹桥,6,57589,420,24
西南小区,2,44.65,曲阳,6,67189,300,38
东安大楼(徐汇),3,69.28,徐家汇,7,81553,565,21
西朱新村,2,51.59,淞宝,6,38767,200,31
金桂小区,3,67.08,花木,6,89445,600,24
龙潭小区,2,41.01,阳城,6,58522,240,23
大华一村,3,72.89,大华,6,56249,410,22
中福花苑,3,40.31,蓬莱公园,15,106673,430,14
合肥路127弄,1,34.92,新天地,6,110538,386,27
东方城市花园(二期),4,117.99,塘桥,18,77972,920,12
何家宅小区,1,33.99,鲁迅公园,6,67372,229,30
星福家园,6,91.19,上大,6,46934,428,13
翰城国际,4,98.14,三林,13,72345,710,13
新联大楼,3,72.0,中山公园,17,55555,400,25
光明小区,3,51.67,南京西路,6,88058,455,32
公交新村,3,32.1,鞍山,6,96573,310,36
新花苑,3,72.23,北蔡,6,57870,418,22
高境二村,2,50.56,高境,6,52412,265,22
万科琥珀郡园,6,99.92,罗店,7,54043,540,5
高行绿洲(二期),2,56.65,高东,12,45013,255,7
梅陇二村,2,50.77,梅陇,6,51211,260,25
涵合园(公寓),4,81.26,杨东,18,88604,720,13
天安花园,4,108.53,联洋,18,96747,1050,17
合生城邦三街坊,6,163.54,老闵行,1,55032,900,11
恒大华城新华苑,4,91.19,三林,6,61410,560,16
西朱新村,2,62.33,淞宝,12,36900,230,24
又一村(静安),4,86.35,江宁路,6,80949,699,30
盘古天地,5,146.6,嘉定新城,27,36152,530,7
通海小区,2,32.92,临平路,5,74119,244,38
安顺路231弄,2,34.85,新华路,6,70301,245,36
西上海名邸,4,92.08,安亭,17,31494,290,6
金江家园,2,55.14,长征,7,63112,348,15
中大苑,2,40.64,金桥,6,57824,235,21
颛溪八村,3,67.84,颛桥,6,42747,290,23
民乐四村,4,82.34,松江老城,6,35219,290,20
新洲豪园,4,101.29,川沙,15,39984,405,19
香榭丽花园,4,118.02,源深,32,86426,1020,16
由由六村,3,67.34,北蔡,6,54945,370,22
河滨小区,3,59.44,川沙,6,39535,235,29
锦绣江南(一期),5,105.96,金汇,7,68893,730,15
通河四村,3,54.04,通河,6,47187,255,30
荣域飘鹰锦和花园(公寓),4,90.5,杨行,18,43646,395,6
中山公寓,4,97.09,中山公园,24,91667,890,15
浣纱三村,4,95.37,黄兴公园,10,62388,595,14
万科华尔兹,3,97.67,田林,11,99314,970,16
澳门公寓,4,106.2,长寿路,20,58380,620,19
万源城逸郡,5,141.58,古美,14,74163,1050,9
金杨新村三街坊,3,58.83,金杨,7,49294,290,22
耀江花园,5,129.99,世博滨江,34,144626,1880,15
龙吴路13弄,2,39.59,万体馆,6,72745,288,29
控江二村,1,33.52,控江路,5,62052,208,42
花木苑,4,74.45,花木,6,83277,620,17
锦泰苑,4,82.0,上大,6,46341,380,17
重庆北路211号,2,56.11,人民广场,6,81981,460,26
东沙小区,3,74.94,武宁,22,73392,550,24
望族苑,5,170.17,梅陇,11,49362,840,17
大华二村,3,70.95,大华,6,50739,360,20
锦博苑,3,55.55,北蔡,6,68406,380,10
电影华苑,5,135.13,徐家汇,24,91023,1230,9
航天新苑,4,70.42,漕河泾,6,65322,460,19
安临小区,2,40.75,三林,6,56441,230,25
延西小区,2,37.0,新华路,5,75675,280,45
中远两湾城,5,122.25,中远两湾城,34,76891,940,12
益晖新苑,5,116.23,控江路,13,63666,740,7
梅陇三村,1,34.18,华东理工,6,55588,190,25
天馨花园(公寓),4,89.6,杨行,6,41294,370,12
柏林春天,4,94.32,莘庄,11,59372,560,12
长中小区,2,39.0,新华路,6,79487,310,29
绿地世纪城(二期),4,103.76,武宁,33,79028,820,13
大上海国际花园二区,5,100.18,静安新城,7,57895,580,23
金牛苑,4,78.69,上海南站,6,62269,490,18
长宁馥邦苑,8,176.0,北新泾,14,48863,860,13
华东花苑,3,75.14,上海南站,7,59888,450,20
绿洲康城亲水湾(中央区),4,103.05,御桥,17,53372,550,10
汽车公寓小区,2,46.04,周家嘴路,6,62988,290,34
新江湾时代花园,4,87.34,新江湾城,6,67094,586,17
花苑村玉兰园,2,46.07,康健,6,56869,262,29
控江五村,1,31.38,黄兴公园,5,55768,175,60
平阳三街坊,3,75.03,古美,6,62908,472,14
金港花园(公寓),4,97.42,泗泾,14,37979,370,10
春之声公寓,5,149.75,塘桥,13,63439,950,14
城浦公寓,4,96.73,黄兴公园,6,66680,645,16
打虎山路6弄,2,35.21,鞍山,6,71002,250,38
爱乐大厦,5,127.27,徐家汇,26,63644,810,23
宝宸怡景园,3,65.5,共康,14,65648,430,8
河畔明珠,3,79.97,南京东路,18,95035,760,15
瞿溪新村,1,32.44,世博滨江,6,80147,260,53
证大家园(公寓),5,113.95,金桥,18,74155,845,11
天道俪晶国际公寓,1,45.62,不夜城,31,59184,270,12
岚皋馨苑,4,77.38,真如,6,69785,540,18
绿地泾南公寓,6,158.22,洋泾,6,77107,1220,15
香阁丽苑,5,142.81,黄兴公园,3,80526,1150,13
商洛小区,3,73.59,凉城,6,51637,380,59
国顺路400弄,2,51.22,五角场,6,66380,340,30
新湖云庭,4,89.06,斜土路,23,81405,725,12
三门路510弄,2,46.0,五角场,6,51739,238,24
彭五小区,2,50.59,彭浦,5,50405,255,27
绿翡翠家园,4,87.7,真如,5,61573,540,17
三鑫花苑,5,150.54,曹家渡,18,89677,1350,17
景峰苑,2,52.43,阳城,6,56265,295,23
钦州花苑,3,88.47,田林,29,56290,498,23
控江四村,1,37.0,黄兴公园,6,55405,205,27
九峰小区,4,89.7,松江老城,5,32329,290,21
正力公寓,4,126.07,新华路,18,73768,930,18
红明一村,3,60.32,静安新城,6,53547,323,23
花木鑫丰苑,4,79.54,花木,6,86748,690,14
西谈家渡路39弄,2,47.19,武宁,7,57215,270,30
爱俪轩,2,81.04,静安寺,38,81194,658,19
金轩大邸,5,154.43,临平路,14,77705,1200,13
德州四村,1,36.18,世博,6,59425,215,30
天东小区,5,105.43,西藏北路,22,66205,698,18
长宁路1600弄,3,53.27,中山公园,6,62887,335,27
滨江晶典,5,157.38,东外滩,18,90227,1420,6
东体小区,2,46.36,曲阳,6,71829,333,36
和平花苑,5,135.36,鞍山,38,77570,1050,12
康健路77弄,2,32.0,康健,4,87500,280,60
千鹤小区,3,80.26,田林,20,66035,530,21
鞍山三村,2,48.94,鞍山,6,73968,362,15
通汇公寓,5,145.51,徐家汇,23,82468,1200,17
龙柏二村,3,54.29,龙柏,6,56179,305,23
北海新苑,2,44.93,阳城,6,53416,240,23
上大东村,1,33.79,闸北公园,6,73394,248,30
阳城贵都,5,110.3,阳城,11,71622,790,7
陆家嘴花园(二期),5,152.23,源深,25,106417,1620,14
古美七村,4,90.56,古美,18,51899,470,22
第五大道,5,143.86,洋泾,14,95926,1380,14
精益公寓,2,42.69,中山公园,18,89013,380,25
钦州公寓,3,69.76,田林,18,68090,475,22
新梅共和城,5,119.77,大宁,16,73891,885,12
大华锦绣华城(十一街区),4,88.8,北蔡,6,93468,830,10
国煌田林亲家,5,146.55,田林,12,75059,1100,16
阳光花城,4,100.21,张江,18,64863,650,10
涵合园(公寓),5,129.0,杨东,11,81395,1050,12
保利西子湾,2,56.33,松江大学城,11,42606,240,8
中鼎豪园,4,105.34,真光,18,54110,570,11
遵义路757弄,1,43.83,中山公园,6,63883,280,26
海东公寓,4,83.44,北蔡,6,54530,455,19
共富一村,4,86.59,共富,6,42152,365,20
经纬阳光水岸家园(一期),4,102.84,上大,13,48619,500,12
春天花园,3,57.2,中山公园,28,90909,520,12
振新大厦,5,153.94,曲阳,20,48720,750,23
锦南花苑,5,136.17,塘桥,18,57281,780,22
冶金公寓,4,72.6,鞍山,20,75757,550,28
永怡公寓,5,137.62,龙柏,11,55224,760,15
利星国际广场,5,130.13,中山公园,9,84530,1100,11
中冶翔腾,4,78.52,南翔,16,47121,370,5
东方丽都,5,135.89,杨行,11,39002,530,11
红旗教师公寓,5,116.07,徐家汇,26,88739,1030,14
真北新村三街坊,3,57.87,真如,6,53568,310,23
嘉富丽苑,4,90.57,龙柏,12,62934,570,14
西部俊园,5,158.56,长寿路,22,69374,1100,15
馨佳园(韶山路245弄),3,75.17,顾村,16,42570,320,6
甘泉苑,3,53.13,甘泉宜川,6,60229,320,29
金沙雅苑(一期),4,92.24,长征,7,61795,570,15
振安广场,6,165.37,南京西路,23,76192,1260,21
延长中路451弄,2,53.49,大宁,6,71041,380,31
宝钢七村,2,45.51,淞宝,5,50538,230,39
北苑大厦,5,166.74,西藏北路,27,52776,880,7
乾溪新村,3,56.98,大场镇,6,47034,268,23
新城金郡,3,83.45,嘉定新城,18,37147,310,7
蒙自路395弄,3,61.4,五里桥,7,72475,445,30
杉林新月环林东路879弄,3,71.06,三林,6,56009,398,13
申亚瑞庭,4,115.76,镇宁路,6,95024,1100,7
民主花园,5,159.93,张庙,18,38766,620,22
银杏家园,5,132.64,五里桥,16,94240,1250,17
南大街14弄,2,37.87,真如,6,58093,220,30
弘辉名苑,7,331.52,世博滨江,30,64852,2150,12
海悦花园,4,133.36,打浦桥,39,93731,1250,13
樱花园(徐汇),3,56.01,康健,6,60703,340,24
桃林小区,5,117.79,源深,11,87443,1030,18
茅台新苑,3,72.12,仙霞,16,56156,405,28
宝钢五村,4,94.15,淞宝,6,45671,430,18
控江路1455弄,3,55.93,周家嘴路,6,62578,350,14
宝宸共和家园,5,129.66,共康,8,64013,830,10
中祥哥德堡,5,130.18,莘庄,18,56076,730,13
花苑村梅花园,3,62.55,康健,6,56914,356,24
维多利广场,5,159.72,长寿路,28,55722,890,21
东园三村,5,102.36,陆家嘴,26,68386,700,23
宝虹水岸景苑,3,78.85,杨行,18,44388,350,6
怡桂苑,3,84.29,田林,20,71182,600,18
瑞虹新城二期(优贤生活),4,93.47,临平路,39,95217,890,12
森陇家园,4,97.86,华东理工,17,69487,680,11
和憬家园,6,191.0,川沙,14,38219,730,8
钦州花苑,4,109.08,田林,29,49504,540,23
陆家浜大楼,3,71.32,老西门,15,84127,600,30
黄浦众鑫城,5,158.79,老西门,29,81869,1300,15
化工小区(长宁),2,51.26,新华路,6,68669,352,32
名门河滨花园,3,64.64,洋泾,21,79672,515,11
上海本色,4,141.01,长寿路,21,56662,799,15
洛川东路430号,3,59.2,闸北公园,6,59966,355,36
上海绿城,4,108.26,杨东,18,72048,780,13
新汇公寓,4,112.43,徐家汇,19,74979,843,20
桃园公寓(川沙),5,128.02,川沙,6,33979,435,19
四季全景台,3,70.76,花木,20,108818,770,12
日晖二村,2,38.25,斜土路,5,62745,240,63
金色家园,4,167.04,人民广场,30,87404,1460,13
裕德路66弄,2,52.74,徐家汇,7,106181,560,23
佳信都市花园(公寓),9,261.11,新华路,16,75830,1980,20
瑞虹新城(一期),5,124.96,临平路,39,88028,1100,17
国际广场(卢湾),5,153.19,新天地,29,65278,1000,20
复地雅园,4,102.88,豫园,19,111780,1150,11
陈家宅小区,4,73.42,陆家嘴,18,74911,550,27
曲阳大楼,2,63.57,曲阳,25,78338,498,29
康健路25弄,3,45.47,康健,5,82471,375,36
金杨二街坊,3,60.06,金杨,6,64102,385,22
荣乐四村,4,72.16,松江老城,6,35338,255,32
古美小区,2,40.2,古美,6,54726,220,25
静安新城五区,2,48.16,静安新城,6,60215,290,20
长江小区,2,38.98,中山公园,6,78245,305,31
德州一村,1,32.5,世博,6,62153,202,31
虹日小区,1,39.0,虹桥,6,73076,285,30
市光四村,2,41.99,中原,6,50726,213,25
香山新村东南街坊,2,39.65,金杨,6,60529,240,22
泰景苑,3,72.41,七宝,6,58003,420,18
月夏香樟林,8,155.75,松江老城,6,40449,630,12
幸福第一公寓,4,83.41,永和,6,49754,415,22
花园大厦,5,140.3,中山公园,8,57020,800,21
绿地名人坊,6,144.67,黄浦滨江,18,93315,1350,13
新海城,4,120.73,江湾镇,28,56324,680,13
汇锦城(一期),6,182.54,新场,5,28486,520,6
合生江湾国际公寓,5,147.94,新江湾城,18,79762,1180,10
市光一村,3,58.77,中原,6,58192,342,22
石泉五村,2,50.31,光新,6,61617,310,41
光复西路南林家港小区,3,65.75,武宁,6,65399,430,32
中科小区(长宁),4,87.11,虹桥,18,67960,592,35
鞍山四村第三小区,1,39.81,鞍山,6,72846,290,14
东安一村,5,113.15,徐家汇,6,69818,790,18
阳光美景城,4,96.74,古美,17,70291,680,15
金港花园(公寓),4,90.66,泗泾,5,37502,340,7
冠华大楼,3,77.03,大宁,22,77242,595,20
金地格林世界(卢尔公寓),5,120.49,南翔,5,48136,580,12
新川苑,4,94.98,川沙,6,42114,400,17
密云小区,3,52.87,鞍山,6,94571,500,27
欣晟家园,4,88.01,塘桥,6,86353,760,15
市光四村,2,44.34,中原,6,57510,255,25
沧源小区,3,59.7,老闵行,6,41876,250,23
中山新村,2,46.8,斜土路,7,81196,380,32
长风二村长风馨苑,3,78.26,长风,18,65167,510,24
锦秋花园(别墅),6,171.05,上大,1,52616,900,16
金都花好悦园,4,87.55,颛桥,6,44317,388,23
美兰湖岭域,5,91.03,罗店,6,46138,420,7
江临天下,5,135.43,陆家嘴,35,94513,1280,15
中海万锦城(三期),4,90.91,不夜城,36,90199,820,3
古北瑞仕花园,6,229.61,古北,33,100169,2300,11
翠湖天地御苑,5,193.56,新天地,26,132775,2570,11
建德花园紫荆苑,3,71.21,长征,6,58278,415,19
宜德苑,4,94.88,徐家汇,14,87478,830,12
陆家嘴花园(一期),3,87.17,源深,9,97510,850,18
大华锦绣华城(四街区),5,84.24,北蔡,6,81908,690,7
名江七星城,7,231.74,北外滩,30,101406,2350,14
民主花园,3,85.46,张庙,18,40720,348,21
新梅广场,5,124.87,古美,12,52054,650,17
云都苑,4,93.05,长寿路,25,69854,650,18
上南六村,2,41.5,世博,6,65060,270,32
骏华苑,2,52.76,大场镇,6,44541,235,9
由由新邸,4,102.06,北蔡,11,63688,650,14
桃浦一村(武威路1051弄),2,39.9,桃浦,6,45112,180,25
运旺新村阳光世家,3,68.04,长征,6,52910,360,21
延吉东路115弄,2,40.19,控江路,6,63448,255,29
龙盛佳苑,3,60.93,阳城,15,73855,450,6
三湘四季花城,5,102.75,松江大学城,18,46715,480,7
广中三村,1,30.63,凉城,5,53868,165,53
长白三村,2,30.0,黄兴公园,5,61000,183,27
水岸金桥苑,3,75.49,江桥,13,43714,330,9
天山五村,3,58.98,仙霞,6,64598,381,34
沙田公寓,3,72.14,川沙,6,36041,260,23
公安大楼(徐汇),1,46.8,衡山路,28,129273,605,17
公交新村,1,32.79,鞍山,7,82342,270,23
安居锦竹苑,3,76.82,桃浦,26,44910,345,4
培花久远公寓,3,65.61,北蔡,6,58680,385,20
天际花园,5,151.28,徐家汇,30,99153,1500,16
水月坊,3,62.15,周家嘴路,28,74014,460,6
中信泰富又一城,5,139.74,嘉定新城,18,40790,570,3
东沙小区,4,74.94,武宁,22,72057,540,24
浦发御园,4,64.73,三林,12,78788,510,4
车站新村(普陀),4,85.0,真如,18,50588,430,21
浦虹苑,4,83.84,世博,11,63215,530,7
天馨花园(公寓),4,97.8,杨行,6,39366,385,14
临汾路1105弄,2,38.48,彭浦,6,51975,200,30
宝翔苑,4,92.26,顾村,8,41729,385,4
龙盛佳苑,2,46.14,阳城,15,73688,340,6
玉兰路99弄,2,38.46,花木,6,83203,320,27
恒大华城梅山苑,3,57.0,三林,6,65789,375,21
梅园新村(浦东),2,37.11,源深,6,105092,390,34
美兰湖花园,6,228.1,罗店,4,35729,815,7
绿地秋霞坊(公寓),4,82.8,嘉定新城,27,40700,337,5
绿地清猗园,4,87.84,南翔,20,48383,425,3
爱德佳苑(一期),5,125.0,江桥,14,38800,485,7
中环家园,4,112.35,万里,26,63640,715,13
隆德小区,2,48.57,武宁,7,56619,275,28
融创滨江壹号院,4,114.47,世博滨江,36,120555,1380,5
黎明花园,2,41.3,七宝,6,53268,220,22
凤庆小区,3,54.64,老闵行,6,33857,185,29
春天花园,3,57.24,中山公园,28,90845,520,12
华一新城,6,114.17,古美,6,61312,700,5
合景叠翠峰苑,5,89.38,菊园新区,18,38039,340,5
曼克顿豪庭,3,61.93,江宁路,32,122719,760,15
玉兰路71弄,2,38.94,花木,6,84232,328,25
微山二村,2,50.82,塘桥,5,58638,298,33
新华小区,2,42.4,老闵行,6,38443,163,26
新凯家园,5,93.64,泗泾,5,34173,320,11
中远两湾城,3,67.38,中远两湾城,34,77916,525,11
绿地蔷薇九里(公寓),4,87.58,松江大学城,11,43959,385,6
新领地,2,62.28,花木,29,45761,285,15
宛平南路493弄,5,100.6,徐家汇,6,77534,780,23
采菊苑,3,77.0,顾村,11,48051,370,9
新汾小区,2,41.17,彭浦,6,48579,200,26
世纪之门,3,78.47,长寿路,22,76462,600,19
香溢花城(住宅),3,74.69,光新,31,87026,650,11
玉田新村,3,61.0,曲阳,7,62786,383,59
松益公寓,3,86.39,黄兴公园,24,63086,545,22
文宝苑,2,55.73,顾村,11,50242,280,9
新凯家园,5,92.98,泗泾,6,35276,328,8
宁和小区,2,37.71,大宁,6,100769,380,26
梅陇四村,2,45.14,华东理工,6,55826,252,23
菊泉新城(陆翔路358弄),4,70.8,顾村,6,43785,310,12
常发豪庭国际,3,57.0,嘉定新城,18,43508,248,4
新世纪花苑(二期)(浦东),3,64.5,世博,6,65116,420,16
张江汤臣豪园(三期),4,89.25,张江,12,81792,730,7
新凯城丹桂苑,3,66.31,泗泾,11,38154,253,6
邮电二村,2,39.92,曲阳,6,88927,355,24
桃园新村(嘉定),3,69.0,嘉定老城,6,31159,215,33
桃浦三村石榴苑,3,67.96,桃浦,6,40023,272,24
葑润华庭,2,46.1,上大,6,55314,255,9
临汾路1320弄,1,37.44,彭浦,6,49946,187,22
上南十村,2,42.85,世博,6,61843,265,24
逸仙小区,3,91.25,江湾镇,18,48000,438,24
新凯城丹桂苑,2,50.45,泗泾,9,42616,215,6
经纬弘汇地标家园,5,141.13,上大,20,56685,800,3
衡山路696弄,2,49.19,徐家汇,4,119943,590,59
绿地世纪城(一期),5,138.28,武宁,15,79548,1100,15
静安新城十二区,3,75.36,静安新城,6,62367,470,18
永和二村,3,58.78,永和,6,59544,350,22
东外滩1号,3,72.0,周家嘴路,32,86111,620,5
柳博小区(博二小区),2,45.37,金桥,6,61714,280,22
荣和怡景园,3,65.23,桃浦,35,58255,380,4
水月坊,3,69.5,周家嘴路,35,71223,495,6
通达大厦,4,89.67,黄浦滨江,23,89216,800,19
远洋香奈,5,108.04,杨行,18,43039,465,3
新金山花园,3,80.44,颛桥,6,41645,335,20
唐家沙小区,1,30.95,闸北公园,6,66235,205,36
控江六村,1,21.0,黄兴公园,5,94285,198,51
东安五村,1,35.0,龙华,6,82857,290,28
淞南六村,2,46.08,淞南,6,47743,220,23
岚皋西路45弄,1,32.34,真如,6,60296,195,24
延吉二村,6,64.63,黄兴公园,6,68079,440,35
美岸栖庭(公寓),5,113.11,高境,18,64980,735,10
安化路323号,1,32.0,中山公园,6,68125,218,31
大宅风范城,2,57.55,江桥,6,48653,280,10
新梅花苑,3,58.87,古美,6,50959,300,22
星辰园(公寓),3,65.05,松江大学城,27,43812,285,11
西凌新邨,3,79.33,蓬莱公园,30,78154,620,25
延长中路451弄,3,50.49,大宁,6,70310,355,30
建德花园海棠苑,4,71.19,长征,6,57592,410,20
逸仙路1321弄,3,60.49,高境,5,51248,310,23
王家堂小区,2,44.2,徐家汇,6,90497,400,26
培花七村,3,80.87,北蔡,6,58736,475,22
绿地清猗园,5,99.75,南翔,16,49122,490,3
旭辉玫瑰湾,5,89.59,盈浦,14,32369,290,5
田林十三村,2,34.51,田林,6,86351,298,31
新天地河滨花园,5,144.33,天山,34,107392,1550,6
安龙小区,2,33.35,仙霞,6,74962,250,24
安东小区,3,61.57,新华路,6,65453,403,27
潍坊四村,2,41.36,潍坊,6,72292,299,35
复地新都国际,3,79.05,西藏北路,30,96141,760,6
潍坊十村,2,37.88,潍坊,6,108236,410,32
同济新村,2,29.15,鞍山,6,83018,242,33
顺驰美兰湖,5,114.67,罗店,5,39243,450,10
东川花苑,4,79.32,老闵行,6,48663,386,20
罗南二村,3,75.75,罗店,6,33663,255,20
控江路1455弄,1,35.14,周家嘴路,6,61183,215,14
合景叠翠峰苑,5,90.0,菊园新区,17,35000,315,3
平顺路834弄,2,42.96,彭浦,6,55865,240,26
铁岭大楼,2,42.42,鞍山,5,73078,310,39
市光一村,2,49.04,中原,6,57096,280,30
万科海上传奇,4,87.89,御桥,27,70542,620,2
经纬弘汇地标家园,5,141.34,上大,20,48110,680,3
秦家弄小区,1,36.2,东外滩,7,80110,290,30
昌五小区,3,56.3,世博,6,54174,305,22
保利叶之林,5,73.08,上大,14,77996,570,3
锦翔大楼,3,72.85,桃浦,18,39807,290,22
中海万锦城(三期),4,90.77,不夜城,36,91439,830,3
森兰名佳,6,159.41,高东,13,65867,1050,4
宛南二村,2,36.0,龙华,5,81944,295,39
晶杰苑,5,120.06,古美,18,70797,850,5
凤城三村,2,29.68,控江路,5,53908,160,29
凯欣豪园,5,130.43,中山公园,38,95836,1250,12
毕加索小镇(二期)(公寓),4,89.54,唐镇,13,64775,580,6
泰山二村,2,46.89,甘泉宜川,6,49050,230,35
呼玛三村,2,40.96,张庙,6,48339,198,23
东安一村,4,63.16,徐家汇,6,82330,520,27
霍兰公寓,3,63.27,东外滩,24,58479,370,23
福安小区,2,44.86,中山公园,6,100312,450,32
罗南二村,2,43.3,罗店,6,41570,180,21
绿地海怡公寓,2,59.3,中山公园,30,87689,520,13
远洋香奈,5,106.78,杨行,18,42142,450,3
乾溪新村,2,41.87,大场镇,6,52543,220,23
绿地新江桥城,4,90.51,江桥,15,44746,405,6
远洋香奈,4,88.02,杨行,18,45444,400,3
太浜巷小区,2,37.92,光新,6,65928,250,26
由由五村,2,45.06,北蔡,6,62139,280,21
南方城,2,58.8,古美,14,90986,535,12
盘古天地,3,69.86,嘉定新城,37,40795,285,5
万源城E1,4,96.45,古美,16,74650,720,10
绿城玉兰花园(二期),5,106.73,唐镇,15,103063,1100,3
崮山小区二街坊,3,61.33,洋泾,6,88863,545,18
新城盛景园,5,88.71,夏阳,11,40581,360,7
大宁龙盛雅苑,3,67.86,大宁,16,86943,590,5
